State,Year,Fuel,Value
Hawaii,2009,Electricity,7.7
Hawaii,2010,Electricity,7.6
Hawaii,2011,Electricity,7.4
Hawaii,2012,Electricity,7.1
Hawaii,2013,Electricity,6.8
Hawaii,2014,Electricity,6.7
Hawaii,2015,Electricity,6.6
Idaho,1990,Electricity,0
Idaho,1991,Electricity,0
Idaho,1992,Electricity,0
Idaho,1993,Electricity,0
Idaho,1994,Electricity,0
Idaho,1995,Electricity,0
Idaho,1996,Electricity,0
Idaho,1997,Electricity,0.1
Idaho,1998,Electricity,0.1
Idaho,1999,Electricity,0.1
Idaho,2000,Electricity,0.1
Idaho,2001,Electricity,0.6
Idaho,2002,Electricity,0.1
Idaho,2003,Electricity,0.5
Idaho,2004,Electricity,0.6
Idaho,2005,Electricity,0.6
Idaho,2006,Electricity,0.5
Idaho,2007,Electricity,0.7
Idaho,2008,Electricity,0.7
Idaho,2009,Electricity,0.7
Idaho,2010,Electricity,0.7
Idaho,2011,Electricity,0.4
Idaho,2012,Electricity,0.7
Idaho,2013,Electricity,1.3
Idaho,2014,Electricity,1
Idaho,2015,Electricity,1.5
Illinois,1990,Electricity,57.2
Illinois,1991,Electricity,58.2
Illinois,1992,Electricity,53
Illinois,1993,Electricity,63.9
Illinois,1994,Electricity,66.3
Illinois,1995,Electricity,67
Illinois,1996,Electricity,74.6
Illinois,1997,Electricity,79.7
Illinois,1998,Electricity,78.6
Illinois,1999,Electricity,79.4
Illinois,2000,Electricity,85.7
Illinois,2001,Electricity,85.9
Illinois,2002,Electricity,88.2
Illinois,2003,Electricity,88.3
Illinois,2004,Electricity,94
Illinois,2005,Electricity,93.3
Illinois,2006,Electricity,91.9
Illinois,2007,Electricity,96.8
Illinois,2008,Electricity,96.7
Illinois,2009,Electricity,90.4
Illinois,2010,Electricity,94
Illinois,2011,Electricity,91.2
Illinois,2012,Electricity,85.3
Illinois,2013,Electricity,89
Illinois,2014,Electricity,87.9
Illinois,2015,Electricity,76.4
Indiana,1990,Electricity,95.9
Indiana,1991,Electricity,95.8
Indiana,1992,Electricity,94.2
Indiana,1993,Electricity,97.6
Indiana,1994,Electricity,100.9
Indiana,1995,Electricity,102.5
Indiana,1996,Electricity,104.1
Indiana,1997,Electricity,108.9
Indiana,1998,Electricity,111.3
Indiana,1999,Electricity,114.2
Indiana,2000,Electricity,120.6
Indiana,2001,Electricity,115.6
Indiana,2002,Electricity,114.8
Indiana,2003,Electricity,116.6
Indiana,2004,Electricity,119.2
Indiana,2005,Electricity,122.2
Indiana,2006,Electricity,122.2
Indiana,2007,Electricity,122.2
Indiana,2008,Electricity,122.5
Indiana,2009,Electricity,109.1
Indiana,2010,Electricity,114.3
Indiana,2011,Electricity,108.6
Indiana,2012,Electricity,98.8
Indiana,2013,Electricity,98.4
Indiana,2014,Electricity,103.3
Indiana,2015,Electricity,87.3
Iowa,1990,Electricity,26.2
Iowa,1991,Electricity,27.1
Iowa,1992,Electricity,26.1
Iowa,1993,Electricity,27.8
Iowa,1994,Electricity,27.8
Iowa,1995,Electricity,29.7
Iowa,1996,Electricity,29.7
Iowa,1997,Electricity,30.3
Iowa,1998,Electricity,34.2
Iowa,1999,Electricity,34.2
Iowa,2000,Electricity,36
Iowa,2001,Electricity,36.1
Iowa,2002,Electricity,35.8
Iowa,2003,Electricity,35.9
Iowa,2004,Electricity,36.4
Iowa,2005,Electricity,35.5
Iowa,2006,Electricity,35.8
Iowa,2007,Electricity,39
Iowa,2008,Electricity,40.8
Iowa,2009,Electricity,37
Iowa,2010,Electricity,40.6
Iowa,2011,Electricity,37.2
Iowa,2012,Electricity,34.3
Iowa,2013,Electricity,32.1
Iowa,2014,Electricity,32.5
Iowa,2015,Electricity,28.4
Kansas,1990,Electricity,26.7
Kansas,1991,Electricity,26.9
Kansas,1992,Electricity,24.3
Kansas,1993,Electricity,29.4
Kansas,1994,Electricity,29.5
Kansas,1995,Electricity,28.5
Kansas,1996,Electricity,32.7
Kansas,1997,Electricity,30.5
Kansas,1998,Electricity,31.1
Kansas,1999,Electricity,33
Kansas,2000,Electricity,36.1
Kansas,2001,Electricity,34.9
Kansas,2002,Electricity,38.2
Kansas,2003,Electricity,38
Kansas,2004,Electricity,37.3
Kansas,2005,Electricity,37.1
Kansas,2006,Electricity,35.1
Kansas,2007,Electricity,38.5
Kansas,2008,Electricity,36.4
Kansas,2009,Electricity,35.3
Kansas,2010,Electricity,35.4
Kansas,2011,Electricity,34.2
Kansas,2012,Electricity,30.7
Kansas,2013,Electricity,32
Kansas,2014,Electricity,30.7
Kansas,2015,Electricity,26.4
Kentucky,1990,Electricity,67.2
Kentucky,1991,Electricity,68.4
Kentucky,1992,Electricity,69.5
Kentucky,1993,Electricity,77.7
Kentucky,1994,Electricity,76.2
Kentucky,1995,Electricity,78.7
Kentucky,1996,Electricity,81
Kentucky,1997,Electricity,84
Kentucky,1998,Electricity,84.2
Kentucky,1999,Electricity,86.8
Kentucky,2000,Electricity,88.5
Kentucky,2001,Electricity,89.5
Kentucky,2002,Electricity,89.1
Kentucky,2003,Electricity,87.2
Kentucky,2004,Electricity,89
Kentucky,2005,Electricity,92.2
Kentucky,2006,Electricity,95.1
Kentucky,2007,Electricity,94.3
Kentucky,2008,Electricity,95
Kentucky,2009,Electricity,87
Kentucky,2010,Electricity,94.1
Kentucky,2011,Electricity,93.5
Kentucky,2012,Electricity,86.5
Kentucky,2013,Electricity,86.1
Kentucky,2014,Electricity,86.4
Kentucky,2015,Electricity,76.7
Louisiana,1990,Electricity,34.2
Louisiana,1991,Electricity,34.2
Louisiana,1992,Electricity,35.6
Louisiana,1993,Electricity,37.4
Louisiana,1994,Electricity,38.7
Louisiana,1995,Electricity,39.6
Louisiana,1996,Electricity,35.3
Louisiana,1997,Electricity,39.1
Louisiana,1998,Electricity,41.4
Louisiana,1999,Electricity,41.3
Louisiana,2000,Electricity,42.7
Louisiana,2001,Electricity,39.4
Louisiana,2002,Electricity,41.5
Louisiana,2003,Electricity,39.1
Louisiana,2004,Electricity,41
Louisiana,2005,Electricity,42.9
Louisiana,2006,Electricity,37.8
Louisiana,2007,Electricity,38.1
Louisiana,2008,Electricity,39.8
Louisiana,2009,Electricity,37.7
Louisiana,2010,Electricity,42.4
Louisiana,2011,Electricity,46.2
Louisiana,2012,Electricity,42.9
Louisiana,2013,Electricity,40.8
Louisiana,2014,Electricity,39.3
Louisiana,2015,Electricity,39.2
Maine,1990,Electricity,2.1
Maine,1991,Electricity,1.7
Maine,1992,Electricity,1.7
Maine,1993,Electricity,1.3
Maine,1994,Electricity,1.2
Maine,1995,Electricity,1.3
Maine,1996,Electricity,1.1
Maine,1997,Electricity,1.8
Maine,1998,Electricity,2
Maine,1999,Electricity,3.4
Maine,2000,Electricity,3.6
Maine,2001,Electricity,5.7
Maine,2002,Electricity,5.9
Maine,2003,Electricity,4.8
Maine,2004,Electricity,4.5
Maine,2005,Electricity,3.8
Maine,2006,Electricity,2.7
Maine,2007,Electricity,2.6
Maine,2008,Electricity,2.5
Maine,2009,Electricity,2.4
Maine,2010,Electricity,2.6
Maine,2011,Electricity,2.1
Maine,2012,Electricity,1.7
Maine,2013,Electricity,1.4
Maine,2014,Electricity,1.7
Maine,2015,Electricity,1.6
Maryland,1990,Electricity,26.3
Maryland,1991,Electricity,25.9
Maryland,1992,Electricity,25.2
Maryland,1993,Electricity,27.5
Maryland,1994,Electricity,28.3
Maryland,1995,Electricity,27.3
Maryland,1996,Electricity,27.8
Maryland,1997,Electricity,27.8
Maryland,1998,Electricity,31.1
Maryland,1999,Electricity,32
Maryland,2000,Electricity,31.1
Maryland,2001,Electricity,30.4
Maryland,2002,Electricity,30.8
Maryland,2003,Electricity,31.7
Maryland,2004,Electricity,30.9
Maryland,2005,Electricity,32.2
Maryland,2006,Electricity,29.4
Maryland,2007,Electricity,30.2
Maryland,2008,Electricity,27.9
Maryland,2009,Electricity,24.3
Maryland,2010,Electricity,24.9
Maryland,2011,Electricity,22
Maryland,2012,Electricity,19
Maryland,2013,Electricity,17.4
Maryland,2014,Electricity,19
Maryland,2015,Electricity,16.7
Massachusetts,1990,Electricity,25.7
Massachusetts,1991,Electricity,26.4
Massachusetts,1992,Electricity,24.8
Massachusetts,1993,Electricity,22.3
Massachusetts,1994,Electricity,22.6
Massachusetts,1995,Electricity,21.6
Massachusetts,1996,Electricity,21
Massachusetts,1997,Electricity,26.5
Massachusetts,1998,Electricity,27.2
Massachusetts,1999,Electricity,24.3
Massachusetts,2000,Electricity,22.4
Massachusetts,2001,Electricity,22.2
Massachusetts,2002,Electricity,23
Massachusetts,2003,Electricity,25.1
Massachusetts,2004,Electricity,23.9
Massachusetts,2005,Electricity,24.6
Massachusetts,2006,Electricity,21.6
Massachusetts,2007,Electricity,23.7
Massachusetts,2008,Electricity,20.1
Massachusetts,2009,Electricity,17.5
Massachusetts,2010,Electricity,18.2
Massachusetts,2011,Electricity,14.3
Massachusetts,2012,Electricity,12.1
Massachusetts,2013,Electricity,12.6
Massachusetts,2014,Electricity,10.8
Massachusetts,2015,Electricity,11.3
Michigan,1990,Electricity,66.8
Michigan,1991,Electricity,67
Michigan,1992,Electricity,63.9
Michigan,1993,Electricity,64.8
Michigan,1994,Electricity,70.3
Michigan,1995,Electricity,69.5
Michigan,1996,Electricity,71.5
Michigan,1997,Electricity,71.4
Michigan,1998,Electricity,76.4
Michigan,1999,Electricity,75.5
Michigan,2000,Electricity,73.2
Michigan,2001,Electricity,72.9
Michigan,2002,Electricity,71.3
Michigan,2003,Electricity,69.9
Michigan,2004,Electricity,73.2
Michigan,2005,Electricity,75.7
Michigan,2006,Electricity,71.7
Michigan,2007,Electricity,75.3
Michigan,2008,Electricity,72.7
Michigan,2009,Electricity,69.3
Michigan,2010,Electricity,70.4
Michigan,2011,Electricity,64.9
Michigan,2012,Electricity,62.9
Michigan,2013,Electricity,62.1
Michigan,2014,Electricity,59.6
Michigan,2015,Electricity,62.4
Minnesota,1990,Electricity,28.9
Minnesota,1991,Electricity,27.8
Minnesota,1992,Electricity,27.4
Minnesota,1993,Electricity,29.1
Minnesota,1994,Electricity,29.4
Minnesota,1995,Electricity,29.9
Minnesota,1996,Electricity,30.4
Minnesota,1997,Electricity,30.6
Minnesota,1998,Electricity,31.5
Minnesota,1999,Electricity,30.3
Minnesota,2000,Electricity,32.8
Minnesota,2001,Electricity,32.3
Minnesota,2002,Electricity,33
Minnesota,2003,Electricity,36.4
Minnesota,2004,Electricity,34.9
Minnesota,2005,Electricity,35.5
Minnesota,2006,Electricity,34.4
Minnesota,2007,Electricity,34.3
Minnesota,2008,Electricity,32.9
Minnesota,2009,Electricity,30.2
Minnesota,2010,Electricity,29.3
Minnesota,2011,Electricity,28.9
Minnesota,2012,Electricity,25.4
Minnesota,2013,Electricity,25.7
Minnesota,2014,Electricity,29.1
Minnesota,2015,Electricity,27
Mississippi,1990,Electricity,13.4
Mississippi,1991,Electricity,12.2
Mississippi,1992,Electricity,10.9
Mississippi,1993,Electricity,13.7
Mississippi,1994,Electricity,13.9
Mississippi,1995,Electricity,15.3
Mississippi,1996,Electricity,17
Mississippi,1997,Electricity,18
Mississippi,1998,Electricity,19.7
Mississippi,1999,Electricity,20.8
Mississippi,2000,Electricity,21.3
Mississippi,2001,Electricity,30.7
Mississippi,2002,Electricity,23.2
Mississippi,2003,Electricity,23.1
Mississippi,2004,Electricity,25.2
Mississippi,2005,Electricity,25
Mississippi,2006,Electricity,25.6
Mississippi,2007,Electricity,27.5
Mississippi,2008,Electricity,25.6
Mississippi,2009,Electricity,23
Mississippi,2010,Electricity,26.4
Mississippi,2011,Electricity,23
Mississippi,2012,Electricity,23.2
Mississippi,2013,Electricity,21.6
Mississippi,2014,Electricity,23.7
Mississippi,2015,Electricity,24.7
Missouri,1990,Electricity,47.6
Missouri,1991,Electricity,47.9
Missouri,1992,Electricity,46.4
Missouri,1993,Electricity,41.9
Missouri,1994,Electricity,49.2
Missouri,1995,Electricity,54.7
Missouri,1996,Electricity,57.1
Missouri,1997,Electricity,60.3
Missouri,1998,Electricity,63.9
Missouri,1999,Electricity,63.2
Missouri,2000,Electricity,64.5
Missouri,2001,Electricity,67.6
Missouri,2002,Electricity,68.1
Missouri,2003,Electricity,73.9
Missouri,2004,Electricity,75
Missouri,2005,Electricity,78.1
Missouri,2006,Electricity,77.4
Missouri,2007,Electricity,75.4
Missouri,2008,Electricity,74.7
Missouri,2009,Electricity,72
Missouri,2010,Electricity,76
Missouri,2011,Electricity,78.6
Missouri,2012,Electricity,73
Missouri,2013,Electricity,75.8
Missouri,2014,Electricity,73.2
Missouri,2015,Electricity,65.8
Montana,1990,Electricity,15.5
Montana,1991,Electricity,16.8
Montana,1992,Electricity,17.8
Montana,1993,Electricity,14.6
Montana,1994,Electricity,17.3
Montana,1995,Electricity,16.3
Montana,1996,Electricity,13.6
Montana,1997,Electricity,15.8
Montana,1998,Electricity,18.1
Montana,1999,Electricity,18.2
Montana,2000,Electricity,17.3
Montana,2001,Electricity,18.1
Montana,2002,Electricity,16.4
Montana,2003,Electricity,18.5
Montana,2004,Electricity,19
Montana,2005,Electricity,19.2
Montana,2006,Electricity,18.8
Montana,2007,Electricity,19.8
Montana,2008,Electricity,19.8
Montana,2009,Electricity,17
Montana,2010,Electricity,19.8
Montana,2011,Electricity,16.5
Montana,2012,Electricity,15.5
Montana,2013,Electricity,16.4
Montana,2014,Electricity,17.1
Montana,2015,Electricity,17.6
Nebraska,1990,Electricity,13.1
Nebraska,1991,Electricity,13.9
Nebraska,1992,Electricity,12.8
Nebraska,1993,Electricity,15.1
Nebraska,1994,Electricity,14.6
Nebraska,1995,Electricity,16.5
Nebraska,1996,Electricity,16.5
Nebraska,1997,Electricity,17.7
Nebraska,1998,Electricity,19
Nebraska,1999,Electricity,18.3
Nebraska,2000,Electricity,19.1
Nebraska,2001,Electricity,20.7
Nebraska,2002,Electricity,20.1
Nebraska,2003,Electricity,21
Nebraska,2004,Electricity,20.6
Nebraska,2005,Electricity,21.3
Nebraska,2006,Electricity,21.1
Nebraska,2007,Electricity,20.3
Nebraska,2008,Electricity,21.8
Nebraska,2009,Electricity,23.1
Nebraska,2010,Electricity,23.1
Nebraska,2011,Electricity,25.4
Nebraska,2012,Electricity,24.4
Nebraska,2013,Electricity,26
Nebraska,2014,Electricity,24.3
Nebraska,2015,Electricity,23.4
Nevada,1990,Electricity,16.8
Nevada,1991,Electricity,18
Nevada,1992,Electricity,18.6
Nevada,1993,Electricity,18.3
Nevada,1994,Electricity,19.7
Nevada,1995,Electricity,18.2
Nevada,1996,Electricity,19.6
Nevada,1997,Electricity,19.5
Nevada,1998,Electricity,21.5
Nevada,1999,Electricity,21.5
Nevada,2000,Electricity,24.9
Nevada,2001,Electricity,24.3
Nevada,2002,Electricity,21.1
Nevada,2003,Electricity,23.1
Nevada,2004,Electricity,25.4
Nevada,2005,Electricity,26.4
Nevada,2006,Electricity,16.6
Nevada,2007,Electricity,16.8
Nevada,2008,Electricity,18
Nevada,2009,Electricity,18.1
Nevada,2010,Electricity,16.8
Nevada,2011,Electricity,14.5
Nevada,2012,Electricity,14.7
Nevada,2013,Electricity,15.4
Nevada,2014,Electricity,16
Nevada,2015,Electricity,14.4
New Hampshire,1990,Electricity,4.9
New Hampshire,1991,Electricity,4.4
New Hampshire,1992,Electricity,4.3
New Hampshire,1993,Electricity,4.5
New Hampshire,1994,Electricity,4.4
New Hampshire,1995,Electricity,4.4
New Hampshire,1996,Electricity,4.1
New Hampshire,1997,Electricity,5.1
New Hampshire,1998,Electricity,4.8
New Hampshire,1999,Electricity,4.7
New Hampshire,2000,Electricity,4.6
New Hampshire,2001,Electricity,4.2
New Hampshire,2002,Electricity,4.4
New Hampshire,2003,Electricity,7.3
New Hampshire,2004,Electricity,7.8
New Hampshire,2005,Electricity,7.8
New Hampshire,2006,Electricity,6.8
New Hampshire,2007,Electricity,6.7
New Hampshire,2008,Electricity,6.6
New Hampshire,2009,Electricity,5.3
New Hampshire,2010,Electricity,5.4
New Hampshire,2011,Electricity,5
New Hampshire,2012,Electricity,4.1
New Hampshire,2013,Electricity,3.3
New Hampshire,2014,Electricity,3.3
New Hampshire,2015,Electricity,3.5
New Jersey,1990,Electricity,12.2
New Jersey,1991,Electricity,11.9
New Jersey,1992,Electricity,12.6
New Jersey,1993,Electricity,13.3
New Jersey,1994,Electricity,15.4
New Jersey,1995,Electricity,16.9
New Jersey,1996,Electricity,15.8
New Jersey,1997,Electricity,17.1
New Jersey,1998,Electricity,16
New Jersey,1999,Electricity,16.7
New Jersey,2000,Electricity,19
New Jersey,2001,Electricity,18.6
New Jersey,2002,Electricity,19.1
New Jersey,2003,Electricity,18.1
New Jersey,2004,Electricity,19.1
New Jersey,2005,Electricity,19.3
New Jersey,2006,Electricity,18.3
New Jersey,2007,Electricity,19.4
New Jersey,2008,Electricity,18.7
New Jersey,2009,Electricity,14.6
New Jersey,2010,Electricity,17.7
New Jersey,2011,Electricity,15.6
New Jersey,2012,Electricity,14.8
New Jersey,2013,Electricity,14.4
New Jersey,2014,Electricity,16.7
New Jersey,2015,Electricity,17.9
New Mexico,1990,Electricity,27.3
New Mexico,1991,Electricity,23.5
New Mexico,1992,Electricity,26.3
New Mexico,1993,Electricity,26.9
New Mexico,1994,Electricity,27.9
New Mexico,1995,Electricity,27.6
New Mexico,1996,Electricity,28.1
New Mexico,1997,Electricity,29.2
New Mexico,1998,Electricity,29.7
New Mexico,1999,Electricity,30.3
New Mexico,2000,Electricity,31.2
New Mexico,2001,Electricity,30.5
New Mexico,2002,Electricity,28.7
New Mexico,2003,Electricity,30.7
New Mexico,2004,Electricity,30.7
New Mexico,2005,Electricity,32.1
New Mexico,2006,Electricity,32.7
New Mexico,2007,Electricity,31.1
New Mexico,2008,Electricity,30.5
New Mexico,2009,Electricity,32.6
New Mexico,2010,Electricity,29
New Mexico,2011,Electricity,30.8
New Mexico,2012,Electricity,28.9
New Mexico,2013,Electricity,28.2
New Mexico,2014,Electricity,24.5
New Mexico,2015,Electricity,24.6
New York,1990,Electricity,64.2
New York,1991,Electricity,59.7
New York,1992,Electricity,54.5
New York,1993,Electricity,48.1
New York,1994,Electricity,47.9
New York,1995,Electricity,51.6
New York,1996,Electricity,47.2
New York,1997,Electricity,52.7
New York,1998,Electricity,57.1
New York,1999,Electricity,57.6
New York,2000,Electricity,56.7
New York,2001,Electricity,55.8
New York,2002,Electricity,51.5
New York,2003,Electricity,52.9
New York,2004,Electricity,53.3
New York,2005,Electricity,56
New York,2006,Electricity,47
New York,2007,Electricity,49.6
New York,2008,Electricity,43.1
New York,2009,Electricity,34.5
New York,2010,Electricity,38.1
New York,2011,Electricity,33.8
New York,2012,Electricity,32.2
New York,2013,Electricity,30
New York,2014,Electricity,30.5
New York,2015,Electricity,29.2
North Carolina,1990,Electricity,46.4
North Carolina,1991,Electricity,47.2
North Carolina,1992,Electricity,54.3
North Carolina,1993,Electricity,58.9
North Carolina,1994,Electricity,53.7
North Carolina,1995,Electricity,56.8
North Carolina,1996,Electricity,64.7
North Carolina,1997,Electricity,67.3
North Carolina,1998,Electricity,67.4
North Carolina,1999,Electricity,66.5
North Carolina,2000,Electricity,70.7
North Carolina,2001,Electricity,68.1
North Carolina,2002,Electricity,70.6
North Carolina,2003,Electricity,69.8
North Carolina,2004,Electricity,70.9
North Carolina,2005,Electricity,74.5
North Carolina,2006,Electricity,71.9
North Carolina,2007,Electricity,77.6
North Carolina,2008,Electricity,73.9
North Carolina,2009,Electricity,63.8
North Carolina,2010,Electricity,72.2
North Carolina,2011,Electricity,61.7
North Carolina,2012,Electricity,56.8
North Carolina,2013,Electricity,55.5
North Carolina,2014,Electricity,57
North Carolina,2015,Electricity,51.7
North Dakota,1990,Electricity,27
North Dakota,1991,Electricity,27.6
North Dakota,1992,Electricity,28.7
North Dakota,1993,Electricity,28.9
North Dakota,1994,Electricity,29
North Dakota,1995,Electricity,28.2
North Dakota,1996,Electricity,29.5
North Dakota,1997,Electricity,28.2
North Dakota,1998,Electricity,30.1
North Dakota,1999,Electricity,30.4
North Dakota,2000,Electricity,30.9
North Dakota,2001,Electricity,30.7
North Dakota,2002,Electricity,31
North Dakota,2003,Electricity,30.6
North Dakota,2004,Electricity,29.2
North Dakota,2005,Electricity,31.6
North Dakota,2006,Electricity,30
North Dakota,2007,Electricity,30.7
North Dakota,2008,Electricity,31.3
North Dakota,2009,Electricity,31
North Dakota,2010,Electricity,29.5
North Dakota,2011,Electricity,28.4
North Dakota,2012,Electricity,29.4
North Dakota,2013,Electricity,28.7
North Dakota,2014,Electricity,28.9
North Dakota,2015,Electricity,29.8
Ohio,1990,Electricity,109.7
Ohio,1991,Electricity,112.1
Ohio,1992,Electricity,113.9
Ohio,1993,Electricity,117.2
Ohio,1994,Electricity,113.5
Ohio,1995,Electricity,114.6
Ohio,1996,Electricity,122.1
Ohio,1997,Electricity,119.3
Ohio,1998,Electricity,123.5
Ohio,1999,Electricity,118.7
Ohio,2000,Electricity,124.8
Ohio,2001,Electricity,118.3
Ohio,2002,Electricity,124.5
Ohio,2003,Electricity,128.3
Ohio,2004,Electricity,124
Ohio,2005,Electricity,132.6
Ohio,2006,Electricity,128.9
Ohio,2007,Electricity,130.6
Ohio,2008,Electricity,127.5
Ohio,2009,Electricity,113.8
Ohio,2010,Electricity,120.7
Ohio,2011,Electricity,110.6
Ohio,2012,Electricity,94.1
Ohio,2013,Electricity,101.5
Ohio,2014,Electricity,97.7
Ohio,2015,Electricity,82.6
Oklahoma,1990,Electricity,34.8
Oklahoma,1991,Electricity,37.6
Oklahoma,1992,Electricity,38
Oklahoma,1993,Electricity,39.8
Oklahoma,1994,Electricity,38.7
Oklahoma,1995,Electricity,40.7
Oklahoma,1996,Electricity,41.6
Oklahoma,1997,Electricity,42.6
Oklahoma,1998,Electricity,43.3
Oklahoma,1999,Electricity,42.1
Oklahoma,2000,Electricity,44.3
Oklahoma,2001,Electricity,43.8
Oklahoma,2002,Electricity,46.2
Oklahoma,2003,Electricity,46.7
Oklahoma,2004,Electricity,44.7
Oklahoma,2005,Electricity,49.3
Oklahoma,2006,Electricity,50.1
Oklahoma,2007,Electricity,49.6
Oklahoma,2008,Electricity,51.1
Oklahoma,2009,Electricity,49.7
Oklahoma,2010,Electricity,47.4
Oklahoma,2011,Electricity,49.1
Oklahoma,2012,Electricity,47.1
Oklahoma,2013,Electricity,44.2
Oklahoma,2014,Electricity,42
Oklahoma,2015,Electricity,39.6
Oregon,1990,Electricity,1.8
Oregon,1991,Electricity,3.5
Oregon,1992,Electricity,4.4
Oregon,1993,Electricity,4.2
Oregon,1994,Electricity,5.4
Oregon,1995,Electricity,2.7
Oregon,1996,Electricity,3.2
Oregon,1997,Electricity,2.7
Oregon,1998,Electricity,6.2
Oregon,1999,Electricity,6.3
Oregon,2000,Electricity,7.4
Oregon,2001,Electricity,8.6
Oregon,2002,Electricity,6.5
Oregon,2003,Electricity,8.2
Oregon,2004,Electricity,8.1
Oregon,2005,Electricity,8.1
Oregon,2006,Electricity,6.4
Oregon,2007,Electricity,9.6
Oregon,2008,Electricity,10.1
Oregon,2009,Electricity,8.8
Oregon,2010,Electricity,9.8
Oregon,2011,Electricity,6.4
Oregon,2012,Electricity,6.9
Oregon,2013,Electricity,9
Oregon,2014,Electricity,7.9
Oregon,2015,Electricity,8.6
Pennsylvania,1990,Electricity,104.9
Pennsylvania,1991,Electricity,103.5
Pennsylvania,1992,Electricity,103.7
Pennsylvania,1993,Electricity,107
Pennsylvania,1994,Electricity,103.2
Pennsylvania,1995,Electricity,106.2
Pennsylvania,1996,Electricity,111.2
Pennsylvania,1997,Electricity,112.7
Pennsylvania,1998,Electricity,115.5
Pennsylvania,1999,Electricity,111.4
Pennsylvania,2000,Electricity,118.9
Pennsylvania,2001,Electricity,108.8
Pennsylvania,2002,Electricity,116.2
Pennsylvania,2003,Electricity,116.8
Pennsylvania,2004,Electricity,119.7
Pennsylvania,2005,Electricity,124.5
Pennsylvania,2006,Electricity,123.8
Pennsylvania,2007,Electricity,126.2
Pennsylvania,2008,Electricity,120.7
Pennsylvania,2009,Electricity,113.4
Pennsylvania,2010,Electricity,119.6
Pennsylvania,2011,Electricity,114.2
Pennsylvania,2012,Electricity,107.3
Pennsylvania,2013,Electricity,105.9
Pennsylvania,2014,Electricity,98.9
Pennsylvania,2015,Electricity,87.8
Rhode Island,1990,Electricity,0.7
Rhode Island,1991,Electricity,1.4
Rhode Island,1992,Electricity,2.2
Rhode Island,1993,Electricity,2
Rhode Island,1994,Electricity,2.1
Rhode Island,1995,Electricity,2
Rhode Island,1996,Electricity,3.4
Rhode Island,1997,Electricity,3.4
Rhode Island,1998,Electricity,3.3
Rhode Island,1999,Electricity,3
Rhode Island,2000,Electricity,2.7
Rhode Island,2001,Electricity,3.2
Rhode Island,2002,Electricity,2.9
Rhode Island,2003,Electricity,2.3
Rhode Island,2004,Electricity,2
Rhode Island,2005,Electricity,2.4
Rhode Island,2006,Electricity,2.3
Rhode Island,2007,Electricity,2.8
Rhode Island,2008,Electricity,2.9
Rhode Island,2009,Electricity,3
Rhode Island,2010,Electricity,3.1
Rhode Island,2011,Electricity,3.5
Rhode Island,2012,Electricity,3.3
Rhode Island,2013,Electricity,2.6
Rhode Island,2014,Electricity,2.5
Rhode Island,2015,Electricity,2.8
South Carolina,1990,Electricity,22.2
South Carolina,1991,Electricity,22.7
South Carolina,1992,Electricity,22.1
South Carolina,1993,Electricity,25.3
South Carolina,1994,Electricity,25.8
South Carolina,1995,Electricity,24.9
South Carolina,1996,Electricity,28.7
South Carolina,1997,Electricity,29.7
South Carolina,1998,Electricity,31.4
South Carolina,1999,Electricity,33.9
South Carolina,2000,Electricity,36.9
South Carolina,2001,Electricity,34.9
South Carolina,2002,Electricity,35.6
South Carolina,2003,Electricity,35.7
South Carolina,2004,Electricity,38.9
South Carolina,2005,Electricity,39.9
South Carolina,2006,Electricity,40
South Carolina,2007,Electricity,41.8
South Carolina,2008,Electricity,41.9
South Carolina,2009,Electricity,37.5
South Carolina,2010,Electricity,40.9
South Carolina,2011,Electricity,37.9
South Carolina,2012,Electricity,33.4
South Carolina,2013,Electricity,28.2
South Carolina,2014,Electricity,32.5
South Carolina,2015,Electricity,29.3
South Dakota,1990,Electricity,2.9
South Dakota,1991,Electricity,3.2
South Dakota,1992,Electricity,3
South Dakota,1993,Electricity,2.9
South Dakota,1994,Electricity,3.2
South Dakota,1995,Electricity,3
South Dakota,1996,Electricity,2.6
South Dakota,1997,Electricity,3.4
South Dakota,1998,Electricity,3.3
South Dakota,1999,Electricity,3.7
South Dakota,2000,Electricity,3.8
South Dakota,2001,Electricity,3.9
South Dakota,2002,Electricity,3.4
South Dakota,2003,Electricity,3.6
South Dakota,2004,Electricity,3.8
South Dakota,2005,Electricity,3.3
South Dakota,2006,Electricity,3.5
South Dakota,2007,Electricity,3
South Dakota,2008,Electricity,3.9
South Dakota,2009,Electricity,3.4
South Dakota,2010,Electricity,3.5
South Dakota,2011,Electricity,2.8
South Dakota,2012,Electricity,3.2
South Dakota,2013,Electricity,3.1
South Dakota,2014,Electricity,3
South Dakota,2015,Electricity,1.9
Tennessee,1990,Electricity,47.1
Tennessee,1991,Electricity,44.2
Tennessee,1992,Electricity,46.6
Tennessee,1993,Electricity,55.3
Tennessee,1994,Electricity,49.1
Tennessee,1995,Electricity,54.1
Tennessee,1996,Electricity,52.7
Tennessee,1997,Electricity,55.7
Tennessee,1998,Electricity,54.3
Tennessee,1999,Electricity,54
Tennessee,2000,Electricity,58.8
Tennessee,2001,Electricity,56.4
Tennessee,2002,Electricity,53.9
Tennessee,2003,Electricity,50.8
Tennessee,2004,Electricity,53.4
Tennessee,2005,Electricity,54.8
